Organisation,Year,Account_Number,Country,Industry,Ticker,ISIN,Scope_1,Scope_2,Bio_CO2,Publication_data,Total
Colombina S.A.,2016,58284,Colombia,Food & Beverage Processing,COLOM CB,NA,47883,17908,NA,2017,65791
WestRock Company,2016,58295,USA,Containers & Packaging,WRK US,US96145D1054,5669920,1943230,17360860,2017,24974010
South32,2016,58298,Australia,"Mining - Iron, Aluminum, Other Metals",S32 AU,AU000000S320,11200056,20507197,NA,2017,31707253
Eneco Groep,2016,58313,Netherlands,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",ENECO EC,NA,1752883,102654,NA,2017,1855537
Cellnex Telecom SA,2016,58619,Spain,Telecommunication Services,CLNX SM,ES0105066007,3173,68837,NA,2017,72010
Landsvirkjun,2016,58641,Iceland,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",1000Z IR,NA,48727,8,38,2017,48773
Hydro One Networks Inc.,2016,58642,Canada,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",H CN,CA4488112083,196342,201500,NA,2017,397842
Shopify Inc,2016,58646,Canada,Software & Services,SHOP CN,CA82509L1076,10663,2076,NA,2017,12739
Growthpoint Properties Australia,2016,58686,Australia,Real Estate,GOZ AU,NA,552,9526,NA,2017,10078
CPFL Energias Renovaveis SA,2016,58748,Brazil,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",CPRE3 BZ,NA,123201,30,23099,2017,146330
Fingerprint Cards,2016,58768,Sweden,Technology Hardware & Equipment,FINGB SS,SE0000422107,0,86,NA,2017,86
Victoria Park,2016,58774,Sweden,Real Estate,VICPA SS,NA,0,4992,NA,2017,4992
Essilor International,2016,5879,France,"Healthcare Providers & Services, and Healthcare Technology",EI FP,FR0000121667,17470,377623,NA,2017,395093
Mithra Pharmaceuticals,2016,58828,Belgium,"Pharmaceuticals, Biotechnology & Life Sciences",MITRA BB,NA,NA,NA,NA,2017,0
Grandvision NV,2016,58833,Netherlands,Retailing,GVNV NA,NA,56,2633,NA,2017,2689
Estee Lauder Companies Inc.,2016,5885,USA,"Consumer Durables, Household and Personal Products",EL US,US5184391044,29860,60114,NA,2017,89974
The Kraft Heinz Company,2016,58857,USA,Food & Beverage Processing,KHC US,US5007541064,742200,791300,2100,2017,1535600
HP Inc,2016,58858,USA,Technology Hardware & Equipment,HPQ US,US40434L1052,66000,352400,NA,2017,418400
Hewlett Packard Enterprise Company,2016,58859,USA,Technology Hardware & Equipment,HPE US,US42824C1099,115600,1412700,NA,2017,1528300
Europris,2016,59170,Norway,Retailing,EPR NO,NA,356,3170,NA,2017,3526
Bravida Holding,2016,59172,Sweden,Trading Companies & Distributors and Commercial Services & Supplies,BRAV SS,NA,18589,NA,NA,2017,18589
Nordax Group,2016,59174,Sweden,"Banks, Diverse Financials, Insurance",NDX SS,NA,NA,NA,NA,2017,0
Pandox,2016,59175,Sweden,"Hotels, Restaurants & Leisure, and Tourism Services",PNDXB SS,NA,4930,6496,29,2017,11455
Eurazeo,2016,5921,France,"Banks, Diverse Financials, Insurance",RF FP,FR0000121121,38,13,NA,2017,51
California Resources Corp,2016,59242,USA,Oil & Gas,CRC US,US13057Q1076,3532593,402909,NA,2017,3935502
Allianz SE,2016,593,Germany,"Banks, Diverse Financials, Insurance",ALV GR,DE0008404005,60216,256129,NA,2017,316345
Worldpay Group,2016,59326,United Kingdom,Software & Services,WPG LN,GB00BYYK2V80,855,4802,NA,2017,5657
Euskaltel SA,2016,59359,Spain,Telecommunication Services,EKT SM,NA,272,4935,NA,2017,5207
ForFarmers NV,2016,59435,Netherlands,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",FFARM NA,NA,NA,NA,NA,2017,0
A Schulman Inc,2016,59909,USA,Chemicals,SHLM US,US8081941044,0,96,NA,2017,96
"Pulmuone Co., Ltd.",2016,59917,South Korea,Food & Beverage Processing,017810 KS,NA,9638,35299,5504,2017,50441
Allied Irish Banks plc,2016,600,Ireland,"Banks, Diverse Financials, Insurance",ALBK ID,IE0000197834,5403,15214,NA,2017,20617
Vicinity Centres,2016,60580,Australia,Real Estate,VCX AU,AU000000VCX7,6485,203294,NA,2017,209779
S Group,2016,60620,Finland,Retailing,1038Z FH,NA,71069,265064,NA,2017,336133
EVN AG,2016,6086,Austria,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EVN AV,AT0000741053,3076337,323052,588261,2017,3987650
Alumina,2016,609,Australia,"Mining - Iron, Aluminum, Other Metals",AWC AU,AU000000AWC3,2542856,1396300,NA,2017,3939156
Exelon Corporation,2016,6113,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",EXC US,US30161N1019,9723299,7061329,345359,2017,17129987
Expeditors International of Washington,2016,6128,USA,Air Freight transportation and Logistics,EXPD US,US3021301094,5414,42536,NA,2017,47950
Exxon Mobil Corporation,2016,6136,USA,Oil & Gas,XOM US,US30231G1022,120000000,8000000,NA,2017,128000000
Exxaro Resources Ltd,2016,6147,South Africa,Mining - Coal,EXX SJ,ZAE000084992,271657,500990,NA,2017,772647
"Fast Retailing Co., Ltd.",2016,6161,Japan,Retailing,9983 JP,JP3802300008,11474,126398,NA,2017,137872
Alstom,2016,622,France,Electrical Equipment and Machinery,ALO FP,FR0010220475,51309,62141,NA,2017,113450
alstria office REIT-AG,2016,625,Germany,Real Estate,AOX GR,DE000A0LD2U1,17,11,NA,2017,28
"Altria Group, Inc.",2016,628,USA,Tobacco,MO US,US02209S1033,170442,210416,NA,2017,380858
Global Power Synergy Public Company Limited,2016,62844,Thailand,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",GPSC TB,NA,2716523,2484,NA,2017,2719007
Fifth Third Bancorp,2016,6285,USA,"Banks, Diverse Financials, Insurance",FITB US,US3167731005,11421,119315,NA,2017,130736
FedEx Corporation,2016,6287,USA,Air Freight transportation and Logistics,FDX US,US31428X1063,13759865,958526,229373,2017,14947764
FERROVIAL,2016,6305,Spain,Construction & Engineering,FER SM,ES0118900010,621061,127836,103610,2017,852507
Fiat Chrysler Automobiles NV,2016,6312,Italy,Automobiles & Components,FCAU US,NL0010877643,1039063,2860144,NA,2017,3899207
Leonardo – Finmeccanica,2016,6331,Italy,Aerospace & Defense,LDO IM,IT0003856405,270689,290925,NA,2017,561614
Finnair,2016,6332,Finland,Air Transportation - Airlines,FIA1S FH,FI0009003230,2940138,13518,NA,2017,2953656
Finning International Inc.,2016,6333,Canada,Trading Companies & Distributors and Commercial Services & Supplies,FTT CN,CA3180714048,58671,46516,NA,2017,105187
Wisconsin Energy Conservation Corporation (WECC),2016,63454,USA,Professional Services,4155293Z US,NA,81,227,17,2017,325
TECNIAMSA S.A E.S.P,2016,63520,Colombia,Trading Companies & Distributors and Commercial Services & Supplies,NA,NA,2225,133,NA,2017,2358
Logtek Ltd,2016,63525,United Kingdom,Trading Companies & Distributors and Commercial Services & Supplies,1728160Z LN,NA,1533,647,NA,2017,2180
TÜRKIYE KALKINMA BANKASI A.S.,2016,63537,Turkey,"Banks, Diverse Financials, Insurance",KLNMA TI,NA,576,0,NA,2017,576
"Daerimtex Co., Ltd",2016,63570,South Korea,"Textiles, Apparel, Footwear and Luxury Goods",NA,NA,337,1127,NA,2017,1464
IHS Markit Ltd.,2016,63671,United Kingdom,Software & Services,INFO UW,BMG475671050,509,26432,NA,2017,26941
Corporación Inmobiliaria Vesta S.A.B de C.V.,2016,63672,Mexico,Real Estate,VESTA* MM,NA,68789,219,NA,2017,69008
Avangrid Inc,2016,63724,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",AGR US,US05351W1036,1114709,44163,NA,2017,1158872
Alten,2016,638,France,Software & Services,ATE FP,FR0000071946,1873,2599,NA,2017,4472
FirstEnergy Corporation,2016,6383,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",FE US,US3379321074,46436264,22311346,NA,2017,68747610
Abbott Laboratories,2016,64,USA,"Healthcare Providers & Services, and Healthcare Technology",ABT US,US0028241000,485000,517000,NA,2017,1002000
AES Tiete Energia SA,2016,64076,Brazil,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",TIET11 BS,BRTIETCDAM15,373,688,NA,2017,1061
Amer Sports,2016,641,Finland,"Consumer Durables, Household and Personal Products",AMEAS FH,FI0009000285,13345,18592,68,2017,32005
Arconic,2016,64106,USA,Aerospace & Defense,ARNC US,US03965L1008,1491371,1761078,NA,2017,3252449
First Capital Realty Inc.,2016,6414,Canada,Real Estate,FCR CN,CA31943B1004,8372,14787,NA,2017,23159
First Solar Inc,2016,6419,USA,Semiconductors & Semiconductors Equipment,FSLR US,US3364331070,14730,478205,NA,2017,492935
Firstrand Limited,2016,6436,South Africa,"Banks, Diverse Financials, Insurance",FSR SJ,ZAE000066304,10565,258214,NA,2017,268779
Askul,2016,64623,Japan,Retailing,2678 JP,NA,0,15143,NA,2017,15143
Aker BP ASA,2016,64656,Norway,Oil & Gas,AKERBP NO,NA,834799,1581,NA,2017,836380
Bonava,2016,64657,Sweden,Home building,BONAVA SS,NA,NA,NA,NA,2017,0
Fiskars Corporation,2016,6516,Finland,"Consumer Durables, Household and Personal Products",FIS1V FH,FI0009000400,46482,34354,NA,2017,80836
Foncière des Régions,2016,6535,France,Real Estate,FDR FP,FR0000064578,1715,3371,NA,2017,5086
Fletcher Building,2016,6546,New Zealand,Construction Materials,FBU NZ,NZFBUE0001S0,1069224,356343,NA,2017,1425567
Flextronics International,2016,6550,USA,Technology Hardware & Equipment,FLEX US,SG9999000020,60563,968621,NA,2017,1029184
FLSmidth & Co. A/S,2016,6555,Denmark,Construction & Engineering,FLS DC,DK0010234467,32848,32848,NA,2017,65696
Fluor Corporation,2016,6559,USA,Construction & Engineering,FLR US,US3434121022,8030,56576,NA,2017,64606
Fortum Oyj,2016,6582,Finland,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",FUM1V FH,FI0009007132,18755700,112700,1344000,2017,20212400
Ford Motor Company,2016,6595,USA,Automobiles & Components,F US,US3453708600,1304409,3486767,NA,2017,4791176
American Airlines Group Inc,2016,660,USA,Air Transportation - Airlines,AAL US,US02376R1023,41801000,394000,NA,2017,42195000
Ameren Corporation,2016,661,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",AEE US,US0236081024,26795627,66397,NA,2017,26862024
Fortescue Metals Group,2016,6634,Australia,"Mining - Iron, Aluminum, Other Metals",FMG AU,AU000000FMG4,1410794,362799,NA,2017,1773593
Ambuja Cements,2016,668,India,Construction Materials,ACEM IN,INE079A01024,13543643,883894,112466,2017,14540003
"Franklin Resources, Inc.",2016,6684,USA,"Banks, Diverse Financials, Insurance",BEN US,US3546131018,8206,26495,NA,2017,34701
Franco-Nevada Corporation,2016,6685,Canada,Mining - Other (Precious Metals and Gems),FNV CN,CA3518581051,NA,NA,NA,2017,0
Fraport AG,2016,6688,Germany,Air Transportation - Airport Services,FRA GR,DE0005773303,40300,227872,NA,2017,268172
Amcor,2016,674,Australia,Containers & Packaging,AMC AU,AU000000AMC4,357318,1222218,NA,2017,1579536
Orange,2016,6764,France,Telecommunication Services,ORA FP,FR0000133308,325376,1054687,NA,2017,1380063
Amec Foster Wheeler,2016,678,United Kingdom,Oil & Gas,AMFW LN,GB0000282623,1148120,49799,NA,2017,1197919
Fresnillo plc,2016,6806,Mexico,Mining - Other (Precious Metals and Gems),FRES LN,GB00B2QPKJ12,476417,458847,NA,2017,935264
Larsen & Toubro Infotech Ltd,2016,68154,India,Software & Services,LTI IN,NA,638,29576,NA,2017,30214
Moneta Money Bank AS,2016,68181,Czech Republic,"Banks, Diverse Financials, Insurance",MONET CK,CZ0008040318,5481,12438,NA,2017,17919
Italgas,2016,68188,Italy,Gas Utilities,IG IM,NA,519906,8984,NA,2017,528890
Maisons du Monde SA,2016,68198,France,Retailing,MDM FP,NA,4622,12043,NA,2017,16665
Amphenol Corporation,2016,682,USA,Technology Hardware & Equipment,APH US,US0320951017,1695,1040286,NA,2017,1041981
Wavestone,2016,68200,France,Software & Services,WAVE FP,NA,9,378,NA,2017,387
Dalmia Bharat Ltd,2016,68235,India,Construction Materials,DBEL IN,NA,9236133,373646,NA,2017,9609779
POLISAN HOLDING A.S.,2016,68303,Turkey,Chemicals,POLHO TI,NA,9697,11573,NA,2017,21270
Philadelphia Solar LTD.CO,2016,68339,Jordan,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",1535578D JR,NA,NA,NA,NA,2017,0
Countryside Properties,2016,68399,United Kingdom,Home building,CSP LN,NA,2929,1356,NA,2017,4285
Fubon Financial Holdings,2016,6851,Taiwan,"Banks, Diverse Financials, Insurance",2881 TT,TW0002881000,3611,47728,NA,2017,51339
FUJI OIL HOLDINGS INC.,2016,6863,Japan,Food & Beverage Processing,2607 JP,JP3816400000,287925,219248,NA,2017,507173
"American Electric Power Company, Inc.",2016,689,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",AEP US,US0255371017,99166569,11218113,NA,2017,110384682
American Express,2016,692,USA,"Banks, Diverse Financials, Insurance",AXP US,US0258161092,25438,127760,NA,2017,153198
"American International Group, Inc. (AIG)",2016,699,USA,"Banks, Diverse Financials, Insurance",AIG US,US0268747849,582,12135,NA,2017,12717
Vifor Pharma AG,2016,7013,Switzerland,"Pharmaceuticals, Biotechnology & Life Sciences",VIFN SW,CH0364749348,6986,2733,NA,2017,9719
G4S Plc,2016,7035,United Kingdom,Trading Companies & Distributors and Commercial Services & Supplies,GFS LN,GB00B01FLG62,304938,114243,NA,2017,419181
Galliford Try Plc,2016,7039,United Kingdom,Construction & Engineering,GFRD LN,GB00B3Y2J508,31998,6597,NA,2017,38595
Galp Energia SA,2016,7042,Portugal,Oil & Gas,GALP PL,PTGAL0AM0009,3759931,0,NA,2017,3759931
GameStop Corp.,2016,7055,USA,Retailing,GME US,US36467W1099,4314,90297,NA,2017,94611
Gap Inc.,2016,7060,USA,Retailing,GPS US,US3647601083,23810,422072,NA,2017,445882
"Ameriprise Financial, Inc.",2016,707,USA,"Banks, Diverse Financials, Insurance",AMP US,US03076C1062,1884,17462,NA,2017,19346
Gas Natural SDG SA,2016,7084,Spain,Gas Utilities,GAS SM,ES0116870314,19624525,1458120,NA,2017,21082645
AmerisourceBergen Corp.,2016,710,USA,"Healthcare Providers & Services, and Healthcare Technology",ABC US,US03073E1055,32942,85011,NA,2017,117953
Gemalto,2016,7105,Netherlands,Software & Services,GTO NA,NL0000400653,2818,54221,NA,2017,57039
GEA Group AG,2016,7110,Germany,Electrical Equipment and Machinery,G1A GR,DE0006602006,37530,39545,NA,2017,77075
Geberit AG,2016,7119,Switzerland,Building Products,GEBN VX,CH0030170408,135336,114772,110,2017,250218
ENGIE,2016,7121,France,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",ENGI FP,FR0010208488,120150104,3855133,13141432,2017,137146669
AMG Advanced Metallurgical Group NV,2016,713,Netherlands,"Mining - Iron, Aluminum, Other Metals",AMG NA,NL0000888691,183402,395386,NA,2017,578788
Gecina,2016,7139,France,Real Estate,GFC FP,FR0010040865,8210,11109,NA,2017,19319
General Cable Corp,2016,7151,USA,Electrical Equipment and Machinery,BGC US,US3693001089,55841,156890,NA,2017,212731
General Mills Inc.,2016,7156,USA,Food & Beverage Processing,GIS US,US3703341046,317016,676098,786,2017,993900
"Amgen, Inc.",2016,716,USA,"Pharmaceuticals, Biotechnology & Life Sciences",AMGN US,US0311621009,116643,198000,NA,2017,314643
General Motors Company,2016,7164,USA,Automobiles & Components,GM US,US37045V1008,2003265,5799436,77396,2017,7880097
General Electric Company,2016,7166,USA,Electrical Equipment and Machinery,GE US,US3696041033,1621000,2207000,17100,2017,3845100
GGP,2016,7172,USA,Real Estate,GGP US,US3700231034,28933,457492,NA,2017,486425
AmorePacific Corporation,2016,722,South Korea,"Consumer Durables, Household and Personal Products",090430 KS,KR7090430000,7089,33038,NA,2017,40127
AMP,2016,724,Australia,"Banks, Diverse Financials, Insurance",AMP AU,AU000000AMP6,69,11789,NA,2017,11858
"Genworth Financial, Inc.",2016,7271,USA,"Banks, Diverse Financials, Insurance",GNW US,US37247D1063,438,7700,NA,2017,8138
Georg Fischer,2016,7283,Switzerland,Electrical Equipment and Machinery,FI/N SW,CH0001752309,312112,504280,NA,2017,816392
George Weston Limited,2016,7292,Canada,Food & Staples Retailing,WN CN,CA9611485090,78330,93102,NA,2017,171432
Givaudan SA,2016,7310,Switzerland,Chemicals,GIVN VX,CH0010645932,100592,109114,NA,2017,209706
Gerresheimer AG,2016,7319,Germany,"Pharmaceuticals, Biotechnology & Life Sciences",GXI GR,DE000A0LD6E6,253814,301075,NA,2017,554889
Getinge AB,2016,7323,Sweden,"Healthcare Providers & Services, and Healthcare Technology",GETIB SS,SE0000202624,37627,22749,NA,2017,60376
KAYSERI ULASIM A.S.,2016,73316,Turkey,Public Agencies,NA,NA,12212,11018,NA,2017,23230
"CNX Coal Resources, LP",2016,73475,USA,Mining - Coal,62C GR,NA,4932990,451630,NA,2017,5384620
GKN,2016,7360,United Kingdom,Automobiles & Components,GKN LN,GB0030646508,281000,1005000,NA,2017,1286000
GlaxoSmithKline,2016,7374,United Kingdom,"Pharmaceuticals, Biotechnology & Life Sciences",GSK LN,GB0009252882,886570,712381,NA,2017,1598951
Anadarko Petroleum Corporation,2016,745,USA,Oil & Gas,APC US,US0325111070,10222613,957627,NA,2017,11180240
Go-Ahead Group,2016,7562,United Kingdom,Ground Transportation - Trucking Transportation,GOG LN,GB0003753778,405845,607321,NA,2017,1013166
Gold Fields Limited,2016,7577,South Africa,Mining - Other (Precious Metals and Gems),GFI SJ,ZAE000018123,544291,754543,NA,2017,1298834
Golden Agri-Resources,2016,7579,Singapore,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",GGR SP,MU0117U00026,1370304,NA,NA,2017,1370304
Goldcorp Inc.,2016,7582,Canada,Mining - Other (Precious Metals and Gems),G CN,CA3809564097,650000,81000,1300,2017,732300
Goldman Sachs Group Inc.,2016,7599,USA,"Banks, Diverse Financials, Insurance",GS US,US38141G1040,11520,210054,NA,2017,221574
"Alphabet, Inc.",2016,7616,USA,Software & Services,GOOG US,US02079K1079,66218,2902554,9480,2017,2978252
Goodyear Tire & Rubber Company,2016,7619,USA,Tires,GT US,US3825501014,1239035,1579885,NA,2017,2818920
GPT Group,2016,7647,Australia,Real Estate,GPT AU,AU000000GPT8,13286,146716,NA,2017,160002
Grainger plc,2016,7677,United Kingdom,Real Estate,GRI LN,GB00B04V1276,603,989,NA,2017,1592
Great-West Lifeco Inc.,2016,7690,Canada,"Banks, Diverse Financials, Insurance",GWO CN,CA39138C1068,14919,40189,NA,2017,55108
Great Portland Estates,2016,7702,United Kingdom,Real Estate,GPOR LN,GB00B01FLL16,3016,26037,NA,2017,29053
Greene King,2016,7717,United Kingdom,"Hotels, Restaurants & Leisure, and Tourism Services",GNK LN,GB00B0HZP136,79700,NA,NA,2017,79700
Anglo American,2016,772,United Kingdom,"Mining - Iron, Aluminum, Other Metals",AAL LN,GB00B1XZS820,8863265,8889987,NA,2017,17753252
Anglo American Platinum,2016,777,South Africa,Mining - Other (Precious Metals and Gems),AMS SJ,ZAE000013181,544979,5034227,NA,2017,5579206
Growthpoint Properties,2016,7776,South Africa,Real Estate,GRT SJ,ZAE000179420,93,2037,NA,2017,2130
GRIFOLS,2016,7788,Spain,"Pharmaceuticals, Biotechnology & Life Sciences",GRF SM,ES0171996087,92643,122508,NA,2017,215151
AngloGold Ashanti,2016,779,South Africa,Mining - Other (Precious Metals and Gems),ANG SJ,ZAE000043485,1182010,2879697,NA,2017,4061707
